Topic,Count,assigned_group,best_score,confidence,Name,Representation,Representative_Docs
827,47,3.2 Quy cách chống sốc/bọc hàng,6.0,trung bình,827_đống gói_bọc gói_đống_đẹp bọc,"['đống gói', 'bọc gói', 'đống', 'đẹp bọc', 'đẹp hàng', '', '', '', '', '']","['hàng đóng gói đẹp', 'hàng đóng gói đẹp', 'hàng đóng gói đẹp']"
829,47,3.2 Quy cách chống sốc/bọc hàng,13.0,cao,829_đẹp bao_bì_bao_bì bao_bao_bì_đẹp sang,"['đẹp bao_bì', 'bao_bì bao', 'bao_bì', 'đẹp sang', 'mắt bao_bì', 'đẹp mắt', 'đẹp lịch', 'đẹp giao', 'méo chút', 'móp méo']","['bao_bì bao bì đẹp', 'bao_bì bao bì đẹp', 'bao_bì bao bì đẹp']"
830,47,3.2 Quy cách chống sốc/bọc hàng,13.0,cao,830_cẩn_thận gói_hàng mua_cẩn_thận hàng_đóng_gói_cẩn_thận gói,"['cẩn_thận gói', 'hàng mua', 'cẩn_thận hàng', 'đóng_gói_cẩn_thận gói', 'chung gói', 'gói vô', 'hàng cẩn_thận', 'bọc cẩn_thận', 'mua đóng_gói_cẩn_thận', 'cùng cẩn_thận']","['shop gói hàng cẩn_thận', 'shop gói hàng cẩn_thận', 'shop gói hàng cẩn_thận']"
849,46,3.2 Quy cách chống sốc/bọc hàng,5.0,thấp,849_bì chắc_chắn_bì chắc_chắc_chắn bao_đựng,"['bì chắc_chắn', 'bì chắc', 'chắc_chắn bao', 'đựng', 'tặng hạt', 'chia bao', 'để tặng', 'ràng để', 'ràng', 'chắc_chắn bao_bì']","['bao bì chắc_chắn', 'bao bì chắc_chắn', 'bao bì chắc_chắn']"
876,45,3.2 Quy cách chống sốc/bọc hàng,12.0,cao,876_bao_bì_mẫu_mã thông_bao_bì_mẫu_mã đầy_bao_bì_mẫu_mã tem_phần bao_bì_mẫu_mã,"['bao_bì_mẫu_mã thông', 'bao_bì_mẫu_mã đầy', 'bao_bì_mẫu_mã tem', 'phần bao_bì_mẫu_mã', 'bao_bì_mẫu_mã chắc_chắn', 'xuất bao_bì_mẫu_mã', 'bao_bì_mẫu_mã sản', 'tin bao_bì_mẫu_mã', 'xò bao_bì_mẫu_mã', 'bao_bì_mẫu_mã đủ']","['bao_bì_mẫu_mã đầy đủ thông tin', 'bao_bì_mẫu_mã đầy đủ thông tin', 'bao_bì_mẫu_mã đầy đủ thông tin']"
886,45,3.2 Quy cách chống sốc/bọc hàng,6.0,trung bình,886_đóng hàng_dụng đóng_kĩ đóng_hàng kĩ,"['đóng hàng', 'dụng đóng', 'kĩ đóng', 'hàng kĩ', 'kỹ đóng', 'hàng kỹ', 'tắc', 'kỹ chắc_chắn', 'đóng hành', 'dẫn']","['đóng hàng kĩ', 'đóng hàng kĩ', 'đóng hàng kĩ']"
890,45,3.2 Quy cách chống sốc/bọc hàng,5.0,thấp,890_hàng 10đ_ổn 10đ_10đ 10đ_10đ,"['hàng 10đ', 'ổn 10đ', '10đ 10đ', '10đ', 'gói chắc_chắn', '10điểm', 'gói uống', 'gói ưng', 'điểm 10đ', 'gói đóng_gói_cẩn_thận']","['đóng gói cẩn_thận 10đ không', 'đóng gói cẩn_thận 10đ không', '10đ khâu đóng gói giao hàng kĩ càng']"
895,44,3.2 Quy cách chống sốc/bọc hàng,13.0,cao,895_mắt bao_bì_mẫu_mã_mã đẹp_đẹp mắt_,"['mắt bao_bì_mẫu_mã', 'mã đẹp', 'đẹp mắt', '', '', '', '', '', '', '']","['bao_bì_mẫu_mã bao bì mẫu mã đẹp', 'bao_bì_mẫu_mã bao bì mẫu mã đẹp', 'bao_bì_mẫu_mã bao bì mẫu mã đẹp']"
901,44,3.2 Quy cách chống sốc/bọc hàng,6.0,trung bình,901_phẩm cẩn_thận_cẩn_thận sốp_sốp_,"['phẩm cẩn_thận', 'cẩn_thận sốp', 'sốp', '', '', '', '', '', '', '']","['đóng gói sản phẩm cẩn_thận', 'đóng gói sản phẩm cẩn_thận', 'đóng gói sản phẩm cẩn_thận']"
904,44,3.2 Quy cách chống sốc/bọc hàng,5.0,thấp,904_đẹp chuẩn_dễ nhìn_đẹp mắt_bảo bì,"['đẹp chuẩn', 'dễ nhìn', 'đẹp mắt', 'bảo bì', 'tượng', 'tượng bao', 'đẹp bao_bì', 'ấn tượng', 'sơn', 'khen']","['bao bì đẹp mắt', 'bao bì đẹp mắt', 'bao bì đẹp mắt']"
909,44,3.2 Quy cách chống sốc/bọc hàng,6.0,trung bình,909_phẩm gói_giao gói_gói xịn_hàng hợp,"['phẩm gói', 'giao gói', 'gói xịn', 'hàng hợp', 'các sản', 'phẩm bọc', 'gói gọn', 'kĩ sản', 'phẩm bao', 'nơi sản']","['sản phẩm đóng gói kĩ', 'sản phẩm đóng gói kĩ', 'sản phẩm đóng gói kĩ']"
915,44,3.2 Quy cách chống sốc/bọc hàng,13.0,cao,915_dụng bao_bì_mẫu_mã_nsx-hạn_phẩm bao_bì_mẫu_mã_bao_bì_mẫu_mã thông,"['dụng bao_bì_mẫu_mã', 'nsx-hạn', 'phẩm bao_bì_mẫu_mã', 'bao_bì_mẫu_mã thông', 'nsx', 'nsx-hạn sử', 'dụng ghi', 'xs', 'gói ghi', 'gói hạn']","['bao_bì_mẫu_mã thông tin nsx hạn sử dụng in dập trên mép', 'in nsx-hạn sử dụng phía dưới đường khoá túi để mở sản phẩm dùng khách hàng không phải ghi lại nsx hạn', 'việt nam sản xuất cssx ngọc phát nsx hạn sử dụng in trên bao bì phẩm']"
918,43,3.2 Quy cách chống sốc/bọc hàng,46.0,cao,918_gói thơm_vị thơm_ngon_chất_lượng_tốt hương_ngon mùi,"['gói thơm', 'vị thơm_ngon', 'chất_lượng_tốt hương', 'ngon mùi', 'tốt hương', 'ong gói', 'thơm_ngon hương', 'thơm bao', 'uống sản', 'chắc_chắn thơm_ngon']","['bao bì mẫu mã vui epj hương vị dùng sản phẩm tốt', 'bao bì mẫu mã vui epj hương vị uống sản phẩm', 'hương vị vui bao bì mẫu mã sản phẩm dùng không biết như thế nào']"
932,43,3.2 Quy cách chống sốc/bọc hàng,12.0,cao,932_đóng đóng_gói_cẩn_thận_đóng_gói_kỹ_tình đóng_gói_cẩn_thận_đóng_gói_kỹ tư,"['đóng đóng_gói_cẩn_thận', 'đóng_gói_kỹ', 'tình đóng_gói_cẩn_thận', 'đóng_gói_kỹ tư', 'hàng cẩn_thận', 'sắm', 'tiếp nhân', 'cẩn_thận tư', 'chủ', 'ngậy']","['dong gói cẩn_thận shop tư vấn nhiệt tình', 'dong gói cẩn_thận shop tư vấn nhiệt tình', 'shop tư vấn nhiệt tình chu đáo đóng hàng cẩn_thận lần sau ủng hộ tiếp']"
944,43,3.2 Quy cách chống sốc/bọc hàng,12.0,cao,944_bao_bì_mẫu_mã đẹp_bao_bì_mẫu_mã moi_thể bao_bì_mẫu_mã_bao_bì_mẫu_mã mau,"['bao_bì_mẫu_mã đẹp', 'bao_bì_mẫu_mã moi', 'thể bao_bì_mẫu_mã', 'bao_bì_mẫu_mã mau', 'thích bao_bì_mẫu_mã', 'mua bao_bì_mẫu_mã', 'ngon bao_bì_mẫu_mã', 'bao_bì_mẫu_mã chỉ', 'bao_bì_mẫu_mã hong', 'bao_bì_mẫu_mã hang']","['bao_bì_mẫu_mã mau ma đẹp', 'bao_bì_mẫu_mã mau ma đẹp', 'bao_bì_mẫu_mã mau ma đẹp']"
946,43,3.2 Quy cách chống sốc/bọc hàng,12.0,cao,946_đóng_gói_cẩn_thận hàng_hàng đóng_gói_cẩn_thận_giao đóng_gói_cẩn_thận_đóng_gói_cẩn_thận giao,"['đóng_gói_cẩn_thận hàng', 'hàng đóng_gói_cẩn_thận', 'giao đóng_gói_cẩn_thận', 'đóng_gói_cẩn_thận giao', 'đóng_gói_cẩn_thận kĩ', 'đóng_gói_cẩn_thận chắc_chắn', 'đóng_gói_cẩn_thận đóng', 'lòng đóng_gói_cẩn_thận', 'cẩn_thận đóng_gói_cẩn_thận', 'hàng cẩn_thận']","['giao hàng đóng_gói_cẩn_thận', 'giao hàng đóng_gói_cẩn_thận', 'giao hàng đóng_gói_cẩn_thận']"
958,42,3.2 Quy cách chống sốc/bọc hàng,12.0,cao,958_phẩm đóng_gói_chắc_chắn_đóng_gói_chắc_chắn sản_đóng_gói_chắc_chắn_nhãn hàng,"['phẩm đóng_gói_chắc_chắn', 'đóng_gói_chắc_chắn sản', 'đóng_gói_chắc_chắn', 'nhãn hàng', 'sản phẩn', 'chỉnh_chu', 'tươi', 'nhãn', 'chỉnh_chu sản', 'phẩm khác']","['sản phẩm đóng_gói_chắc_chắn', 'sản phẩm đóng_gói_chắc_chắn', 'sản phẩm đóng_gói_chắc_chắn']"
1009,41,3.2 Quy cách chống sốc/bọc hàng,12.0,cao,1009_gói ngon_ngon gói_gói tốt_gói vui,"['gói ngon', 'ngon gói', 'gói tốt', 'gói vui', 'tốt gói', 'uống gói', 'gói chắc', 'gói chắc_chắn', 'an ngon', 'ngon mỗi']","['ngon đóng gói kĩ', 'ngon đóng gói', 'an ngon đóng gói đẹp']"
1020,41,3.2 Quy cách chống sốc/bọc hàng,12.0,cao,1020_bọc hàng_cẩn_thận hàng_bọc cẩn_thận_cẩn_thận bọc,"['bọc hàng', 'cẩn_thận hàng', 'bọc cẩn_thận', 'cẩn_thận bọc', 'hàng cẩn_thận', 'ưng bọc', 'cùng cẩn_thận', 'cẩn_thận chắc_chắn', 'hơn bọc', 'kì cẩn_thận']","['shop bọc hàng cẩn_thận', 'shop bọc hàng cẩn_thận', 'shop bọc hàng cẩn_thận']"
1037,40,3.2 Quy cách chống sốc/bọc hàng,13.0,cao,1037_mã bao_bì_mẫu_mã_gọn bao_bì_mẫu_mã_bao_bì_mẫu_mã mẫu_mẫu bao_bì_mẫu_mã,"['mã bao_bì_mẫu_mã', 'gọn bao_bì_mẫu_mã', 'bao_bì_mẫu_mã mẫu', 'mẫu bao_bì_mẫu_mã', 'bao_bì_mẫu_mã giống', 'bao_bì_mẫu_mã nguyên', 'nét bao_bì_mẫu_mã', 'tả bao_bì_mẫu_mã', 'bì bao_bì_mẫu_mã', 'chỉnh_chu bao_bì_mẫu_mã']","['bao_bì_mẫu_mã bao bì mẫu mã', 'bao_bì_mẫu_mã bao bì mẫu mã', 'bao_bì_mẫu_mã bao bì mẫu mã']"
1044,40,3.2 Quy cách chống sốc/bọc hàng,12.0,cao,1044_bao_bì_mẫu_mã ổn_bao_bì_mẫu_mã tốt_bao_bì_mẫu_mã chỉnh_chu_bao_bì_mẫu_mã sơ,"['bao_bì_mẫu_mã ổn', 'bao_bì_mẫu_mã tốt', 'bao_bì_mẫu_mã chỉnh_chu', 'bao_bì_mẫu_mã sơ', 'bao_bì_mẫu_mã nhận', 'bao_bì_mẫu_mã cung', 'bao_bì_mẫu_mã hàng', 'bao_bì_mẫu_mã mẫu', 'bao_bì_mẫu_mã gói', 'bao_bì_mẫu_mã giao']","['bao_bì_mẫu_mã mẫu mã ổn', 'bao_bì_mẫu_mã mẫu mã ổn', 'bao_bì_mẫu_mã mẫu mã ổn']"
1054,40,3.2 Quy cách chống sốc/bọc hàng,5.0,thấp,1054_bì hình_bìa_giống hình_theo hình,"['bì hình', 'bìa', 'giống hình', 'theo hình', 'trên hình', 'bì kĩ', 'bì kín', 'bì kỹ', 'hình bao', 'bì bao']","['bao bì như hình', 'bao bì giống trên hình', 'bao bì giống hình chụp']"
1063,40,3.2 Quy cách chống sốc/bọc hàng,12.0,cao,1063_hộp méo_méo hộp_hộp móp_hộp nhận,"['hộp méo', 'méo hộp', 'hộp móp', 'hộp nhận', 'tay hộp', 'hộp đựng', 'hộp giao', 'hàng hộp', 'lần hộp', 'giao móp']","['nhận về hộp hàng móp méo hết trơn', 'nhận hàng hộp bị móp méo', 'nhận hàng hộp móp méo']"
1077,39,3.2 Quy cách chống sốc/bọc hàng,12.0,cao,1077_phẩm cẩn_thận_phẩm đóng_cẩn_thận đóng_gói_cẩn_thận_đóng_gói_cẩn_thận đúng,"['phẩm cẩn_thận', 'phẩm đóng', 'cẩn_thận đóng_gói_cẩn_thận', 'đóng_gói_cẩn_thận đúng', '', '', '', '', '', '']","['đóng gói sản phẩm cẩn_thận', 'đóng gói sản phẩm cẩn_thận', 'đóng gói sản phẩm cẩn_thận']"
1091,39,3.2 Quy cách chống sốc/bọc hàng,12.0,cao,1091_gói kỹ_gói chắc_chắn_đóng góii_góii,"['gói kỹ', 'gói chắc_chắn', 'đóng góii', 'góii', 'kĩ chắc_chắn', 'kỹ chắc_chắn', 'lưỡng chắc_chắn', 'kĩ lưỡng', 'chắc_chắn kỹ', 'kỹ lưỡng']","['đóng gói kĩ chắc_chắn', 'đóng gói kĩ chắc_chắn', 'đóng gói kĩ chắc_chắn']"
1128,38,3.2 Quy cách chống sốc/bọc hàng,13.0,cao,1128_bao_bì_mẫu_mã mẫu_bao_bì_mẫu_mã nguyên_kín bao_bì_mẫu_mã_bì bao_bì_mẫu_mã,"['bao_bì_mẫu_mã mẫu', 'bao_bì_mẫu_mã nguyên', 'kín bao_bì_mẫu_mã', 'bì bao_bì_mẫu_mã', 'chuẩn bao_bì_mẫu_mã', 'nguyên bao', 'kín', 'bì chuẩn', 'bì kín', 'mẫu bao']","['bao_bì_mẫu_mã bao bì', 'bao_bì_mẫu_mã bao bì', 'bao_bì_mẫu_mã bao bì']"
1133,38,3.2 Quy cách chống sốc/bọc hàng,21.0,cao,1133_bao_bì_mẫu_mã đẹp_bao_bì_mẫu_mã cẩn_thận_bao_bì_mẫu_mã sạch_sẽ_bao_bì_mẫu_mã chắc_chắn,"['bao_bì_mẫu_mã đẹp', 'bao_bì_mẫu_mã cẩn_thận', 'bao_bì_mẫu_mã sạch_sẽ', 'bao_bì_mẫu_mã chắc_chắn', 'bao_bì_mẫu_mã mẫu', 'sạch bao_bì_mẫu_mã', 'bao_bì_mẫu_mã hộp', 'bao_bì_mẫu_mã chỉnh_chu', 'bao_bì_mẫu_mã đóng_gói_kỹ', 'sạch_sẽ bao_bì_mẫu_mã']","['bao_bì_mẫu_mã sạch_sẽ đẹp mắt', 'bao_bì_mẫu_mã sạch_sẽ đẹp đẽ', 'bao_bì_mẫu_mã đóng gói sạch_sẽ đẹp mắt']"
1140,38,3.2 Quy cách chống sốc/bọc hàng,12.0,cao,1140_gọn bao_bì_mẫu_mã_bao_bì_mẫu_mã chuẩn_bao_bì_mẫu_mã chắc_chắn_bao_bì_mẫu_mã đóng,"['gọn bao_bì_mẫu_mã', 'bao_bì_mẫu_mã chuẩn', 'bao_bì_mẫu_mã chắc_chắn', 'bao_bì_mẫu_mã đóng', 'mịn bao_bì_mẫu_mã', 'bao_bì_mẫu_mã nhìn', 'bao_bì_mẫu_mã sang', 'trọng bao_bì_mẫu_mã', 'kỹ bao_bì_mẫu_mã', 'chỉnh_chu bao_bì_mẫu_mã']","['bao_bì_mẫu_mã đẹp gọn', 'bao_bì_mẫu_mã đẹp gọn', 'bao_bì_mẫu_mã đẹp gọn']"
1145,38,3.2 Quy cách chống sốc/bọc hàng,24.0,cao,1145_bọc hàng_nhiều bọc_rách hộp_hộp bọc,"['bọc hàng', 'nhiều bọc', 'rách hộp', 'hộp bọc', 'túi chống', 'hàng bọc', 'gói bọc', 'kĩ gói', 'hộp túi', 'gói nhiều']","['shop đóng gói hàng kỹ thích cái cách bên bọc chống sốc nó', 'shop đóng gói cẩn_thận nhiều bọc chống sốc', 'shop đóng gói cẩn_thận nhiều lớp chống shock']"
1153,37,3.2 Quy cách chống sốc/bọc hàng,13.0,cao,1153_bao_bì_mẫu_mã chất_phẩm bao_bì_mẫu_mã_lượng bao_bì_mẫu_mã_bao_bì_mẫu_mã mẫu,"['bao_bì_mẫu_mã chất', 'phẩm bao_bì_mẫu_mã', 'lượng bao_bì_mẫu_mã', 'bao_bì_mẫu_mã mẫu', 'tốt bao_bì_mẫu_mã', 'bao_bì_mẫu_mã bảo', 'bao_bì_mẫu_mã sản', 'bao_bì_mẫu_mã san', 'chất_lượng_tốt bao_bì_mẫu_mã', 'bao_bì_mẫu_mã đóng']","['bao_bì_mẫu_mã bao bì sản phẩm chất lượng', 'bao_bì_mẫu_mã chất lượng sản phẩm tốt', 'bao bì mẫu mã vui ejp sản phẩm tốt chất lượng']"
1159,37,3.2 Quy cách chống sốc/bọc hàng,12.0,cao,1159_ràng bao_bì_mẫu_mã_bao_bì_mẫu_mã rõ_bao_bì_mẫu_mã đầy_bao_bì_mẫu_mã ghi,"['ràng bao_bì_mẫu_mã', 'bao_bì_mẫu_mã rõ', 'bao_bì_mẫu_mã đầy', 'bao_bì_mẫu_mã ghi', 'bao_bì_mẫu_mã in', 'dung bao_bì_mẫu_mã', 'tem mác', 'tem', 'mác rõ', 'ghi']","['bao_bì_mẫu_mã rõ ràng', 'bao_bì_mẫu_mã rõ ràng', 'bao_bì_mẫu_mã rõ ràng']"
1164,37,3.2 Quy cách chống sốc/bọc hàng,13.0,cao,1164_bao_bì_mẫu_mã đẹp_bao_bì đẹp_nghiệp bao_bì_mẫu_mã_bao_bì_mẫu_mã bảo,"['bao_bì_mẫu_mã đẹp', 'bao_bì đẹp', 'nghiệp bao_bì_mẫu_mã', 'bao_bì_mẫu_mã bảo', 'bao_bì_mẫu_mã quan', 'bao_bì', 'bao_bì_mẫu_mã sử', 'môi trường', 'trường bao_bì_mẫu_mã', 'sạch đẹp']","['bao_bì_mẫu_mã bao bì thân thiện môi trường', 'bao bì đẹp thân thiện môi trường', 'bao_bì_mẫu_mã bao bì bảo vệ môi trường']"
1166,37,3.2 Quy cách chống sốc/bọc hàng,23.0,cao,1166_bao_bì_mẫu_mã đóng_gói_cẩn_thận_bao_bì_mẫu_mã gói_bao_bì_mẫu_mã đóng_gói_chắc_chắn_bảo bao_bì_mẫu_mã,"['bao_bì_mẫu_mã đóng_gói_cẩn_thận', 'bao_bì_mẫu_mã gói', 'bao_bì_mẫu_mã đóng_gói_chắc_chắn', 'bảo bao_bì_mẫu_mã', 'cẩn_thận bao_bì_mẫu_mã', 'bao_bì_mẫu_mã đóng', 'đóng_gói_cẩn_thận bao_bì_mẫu_mã', 'chắc_chắn bao_bì_mẫu_mã', 'bao_bì_mẫu_mã hàng', 'lưỡng bao_bì_mẫu_mã']","['bao_bì_mẫu_mã gói cẩn_thận', 'bao_bì_mẫu_mã gói cẩn_thận', 'bao_bì_mẫu_mã gói cẩn_thận']"
1170,37,3.2 Quy cách chống sốc/bọc hàng,6.0,trung bình,1170_phẩm cẩn_thận___,"['phẩm cẩn_thận', '', '', '', '', '', '', '', '', '']","['đóng gói sản phẩm cẩn_thận', 'đóng gói sản phẩm cẩn_thận', 'đóng gói sản phẩm cẩn_thận']"
1175,37,3.2 Quy cách chống sốc/bọc hàng,24.0,cao,1175_bao_bì_mẫu_mã gói_bao_bì_mẫu_mã đóng_gói_cẩn_thận_hàng bao_bì_mẫu_mã_bao_bì_mẫu_mã mẫu,"['bao_bì_mẫu_mã gói', 'bao_bì_mẫu_mã đóng_gói_cẩn_thận', 'hàng bao_bì_mẫu_mã', 'bao_bì_mẫu_mã mẫu', 'bao_bì_mẫu_mã đóng', 'bao_bì_mẫu_mã hàng', 'tiết bao_bì_mẫu_mã', 'bao_bì_mẫu_mã giao', 'cẩn_thận bao_bì_mẫu_mã', 'đáo bao_bì_mẫu_mã']","['bao_bì_mẫu_mã đóng gói cẩn_thận', 'bao_bì_mẫu_mã đóng gói cẩn_thận', 'bao_bì_mẫu_mã đóng gói cẩn_thận']"
1193,36,3.2 Quy cách chống sốc/bọc hàng,6.0,trung bình,1193_phẩm vượt_phẩm thực_dòng sản_gói chuyên,"['phẩm vượt', 'phẩm thực', 'dòng sản', 'gói chuyên', 'sạch_sẽ chuyên', 'hơn nhiều', 'mức tăng', 'ngoài mong', 'nghiệp', 'cao trong']","['sản phẩm vượt ngoài mong đợi', 'sản phẩm vượt ngoài mong đợi', 'bao_bì_mẫu_mã sản phẩm được đóng gói chuyên nghiệp']"
1198,36,3.2 Quy cách chống sốc/bọc hàng,6.0,trung bình,1198_hết táo_dấm táo_dùng táo_táo hảo,"['hết táo', 'dấm táo', 'dùng táo', 'táo hảo', 'táo lớn', 'táo thơm', 'sạch_sẽ táo', 'táo chất', 'thứ táo', 'bằng quả']","['bao bì mẫu mã vui ep táo ăn ngon', 'bao bì mẫu mã vui ep táo ngon dẻo ngọt', 'bao bì mẫu mã vui ep táo ngon ngọt']"
1202,36,3.2 Quy cách chống sốc/bọc hàng,12.0,cao,1202_gói kì_hàng đóng_gói_cẩn_thận_đóng_gói_cẩn_thận hàng_tâm gói,"['gói kì', 'hàng đóng_gói_cẩn_thận', 'đóng_gói_cẩn_thận hàng', 'tâm gói', 'đóng_gói_cẩn_thận kĩ', 'cẩn_thận hàng', 'kì cẩn_thận', 'bán đóng_gói_cẩn_thận', 'hàng đóng_gói_chắc_chắn', 'lý đóng_gói_cẩn_thận']","['hàng đóng gói cẩn_thận', 'hàng đóng gói cẩn_thận', 'hàng đóng gói cẩn_thận']"
1216,36,3.2 Quy cách chống sốc/bọc hàng,12.0,cao,1216_bao_bì_mẫu_mã ảnh_hình bao_bì_mẫu_mã_ảnh bao_bì_mẫu_mã_bao_bì_mẫu_mã trên,"['bao_bì_mẫu_mã ảnh', 'hình bao_bì_mẫu_mã', 'ảnh bao_bì_mẫu_mã', 'bao_bì_mẫu_mã trên', 'bao_bì_mẫu_mã hình', 'bao_bì_mẫu_mã nhìn', 'bao_bì_mẫu_mã chỉnh_chu', 'bao_bì_mẫu_mã đúng', 'cáo bao_bì_mẫu_mã', 'ảnh sao']","['bao_bì_mẫu_mã như ảnh', 'bao_bì_mẫu_mã như ảnh', 'bao_bì_mẫu_mã như ảnh']"
1226,36,3.2 Quy cách chống sốc/bọc hàng,5.0,thấp,1226_khay nhựa_lọ nhựa_nhựa để_hủ nhựa,"['khay nhựa', 'lọ nhựa', 'nhựa để', 'hủ nhựa', 'chai nhựa', 'nhựa', 'bì nhựa', 'bao_bì_mẫu_mã hình', 'bao_bì_mẫu_mã nắp', 'nhựa sạch_sẽ']","['bao_bì_mẫu_mã lọ nhựa', 'bao_bì_mẫu_mã lọ nhựa', 'bao_bì_mẫu_mã lọ nhựa']"
1239,35,3.2 Quy cách chống sốc/bọc hàng,16.0,cao,1239_đựng đồ_hộp đựng_gói hộp_gói bao,"['đựng đồ', 'hộp đựng', 'gói hộp', 'gói bao', 'bì chất', 'bì ổn', 'đồ trang', 'phẩm chắc', 'ràng sản', 'ngon sản']","['bao bì sản phẩm ổn', 'bao bì sản phẩm ổn', 'bao bì sản phẩm ổn']"
1242,35,3.2 Quy cách chống sốc/bọc hàng,6.0,trung bình,1242_bì đầy_bì sạch_sẽ_thông tin_ghi đầy,"['bì đầy', 'bì sạch_sẽ', 'thông tin', 'ghi đầy', 'dẫn đầy', 'tin đầy', 'bì thông', 'bì sạch', 'ghi thông', 'nội dung']","['bao bì sạch_sẽ đầy đủ thông tin', 'thông tin bao bì đầy đủ', 'thông tin bao bì đầy đủ']"
1251,35,3.2 Quy cách chống sốc/bọc hàng,12.0,cao,1251_bao_bì_mẫu_mã đầy_bao_bì_mẫu_mã mẫu_đủ bao_bì_mẫu_mã_bao_bì_mẫu_mã tem,"['bao_bì_mẫu_mã đầy', 'bao_bì_mẫu_mã mẫu', 'đủ bao_bì_mẫu_mã', 'bao_bì_mẫu_mã tem', 'tem', 'kèm đầy', 'mã đầy', 'đồ đi', 'dùng bao', 'đi kèm']","['bao_bì_mẫu_mã đầy đủ', 'bao_bì_mẫu_mã đầy đủ', 'bao_bì_mẫu_mã đầy đủ']"
1273,35,3.2 Quy cách chống sốc/bọc hàng,5.0,thấp,1273_mở_hàng đóng_đẹp chỉnh_chu_đẹp chu,"['mở', 'hàng đóng', 'đẹp chỉnh_chu', 'đẹp chu', 'đẹp đóng_gói_chắc_chắn', 'chu đáo', 'đẹp mắt', 'đóng_gói_chắc_chắn', 'càng đẹp', 'đóng_gói_kỹ']","['shop đóng gói đẹp', 'shop đóng gói đẹp', 'shop đóng gói đẹp']"
1281,35,3.2 Quy cách chống sốc/bọc hàng,23.0,cao,1281_tinh bao_bì_mẫu_mã_bao_bì_mẫu_mã hủ_bao_bì_mẫu_mã hộp_bao_bì_mẫu_mã tuis,"['tinh bao_bì_mẫu_mã', 'bao_bì_mẫu_mã hủ', 'bao_bì_mẫu_mã hộp', 'bao_bì_mẫu_mã tuis', 'bao_bì_mẫu_mã chai', 'bao_bì_mẫu_mã đẹp', 'chắc_chắn bao_bì_mẫu_mã', 'toàn bao_bì_mẫu_mã', 'xò bao_bì_mẫu_mã', 'thủy tinh']","['bao_bì_mẫu_mã chai thủy tinh', 'bao_bì_mẫu_mã chai thủy tinh', 'bao_bì_mẫu_mã chai thủy tinh']"
1297,34,3.2 Quy cách chống sốc/bọc hàng,15.0,cao,1297_bao_bì_mẫu_mã cẩn_thận_bao_bì_mẫu_mã thể_bao_bì_mẫu_mã đóng_cẩn_thận bao_bì_mẫu_mã,"['bao_bì_mẫu_mã cẩn_thận', 'bao_bì_mẫu_mã thể', 'bao_bì_mẫu_mã đóng', 'cẩn_thận bao_bì_mẫu_mã', 'bao_bì_mẫu_mã giao', 'chắc_chắn bao_bì_mẫu_mã', 'bao_bì_mẫu_mã bọc', 'nhìn bao_bì_mẫu_mã', 'bao_bì_mẫu_mã ổn', 'thử bao_bì_mẫu_mã']","['bao_bì_mẫu_mã đóng hàng cẩn_thận', 'bao_bì_mẫu_mã đóng hàng cẩn_thận', 'bao_bì_mẫu_mã đóng hàng cẩn_thận']"
1302,34,3.2 Quy cách chống sốc/bọc hàng,6.0,trung bình,1302_gói xinh_phẩm gói_gói bao_biếu mua,"['gói xinh', 'phẩm gói', 'gói bao', 'biếu mua', 'đẹp mua', 'quà biếu', 'phẩm đẹp', 'hàng bao', 'gói dễ', 'mua dùng']","['bao bì sản phẩm đẹp', 'sản phẩm bao bì đóng gói đẹp', 'bao bì sản phẩm đóng gói đẹp']"
1304,34,3.2 Quy cách chống sốc/bọc hàng,13.0,cao,1304_mã bao_bì_mẫu_mã_sao bao_bì_mẫu_mã_mắt bao_bì_mẫu_mã_mã đẹp,"['mã bao_bì_mẫu_mã', 'sao bao_bì_mẫu_mã', 'mắt bao_bì_mẫu_mã', 'mã đẹp', 'bì mã', 'đẹp sao', 'đẹp bắt', 'đẹp va', 'đẹp mẫu', 'va']","['bao_bì_mẫu_mã bao bì mẫu mã đẹp', 'bao_bì_mẫu_mã bao bì mẫu mã đẹp', 'bao_bì_mẫu_mã bao bì mẫu mã đẹp']"
1339,34,3.2 Quy cách chống sốc/bọc hàng,6.0,trung bình,1339_cửa hàng_hàng gói_hàng sạch_phẩm chắc_chắn,"['cửa hàng', 'hàng gói', 'hàng sạch', 'phẩm chắc_chắn', 'gói chắc_chắn', 'bì chất', 'hàng đầy', 'gói cảm', 'hàng đóng_gói_chắc_chắn', 'đủ gói']","['shop đóng gói sản phẩm chắc_chắn', 'shop đóng gói sản phẩm chắc_chắn', 'shop giao hàng đúng sản phẩm đóng gói chắc_chắn']"
